"FID_DeerRa","COUNTY_NAM","Shape_Leng","Shape_Area","FID_dmu_20","DEER_MGMT_","AREA","LEN","DMUArea","AREA_SQM"
38,"Marinette",5587437.53629,3281323365.75,138,"41",536686118.404,146807.105805,536.686118404,194.643316125
38,"Marinette",5587437.53629,3281323365.75,147,"50",906694991.992,158119.159007,906.694991992,141.975025555
39,"Marquette",3507933.62712,887341298.242,29,"70E-CWD",266272265.836,85489.4250943,266.272265836,12.1750930932
39,"Marquette",3507933.62712,887341298.242,33,"54C",369123185.482,96231.3603591,369.123185482,23.8647076484
39,"Marquette",3507933.62712,887341298.242,41,"54A",1649170374.06,201321.81192,1649.17037406,56.6889263394
39,"Marquette",3507933.62712,887341298.242,42,"67B",819352950.536,191136.937031,819.352950536,12.4972020586
39,"Marquette",3507933.62712,887341298.242,43,"67A",1247284290,181972.876692,1247.28429,237.37846152
40,"Menominee",695650.87023,921163178.676,77,"47",902701995.532,170298.704475,902.701995532,0.0671492748107
40,"Menominee",695650.87023,921163178.676,81,"48",947656206.128,134980.222166,947.656206128,355.425778025
40,"Menominee",695650.87023,921163178.676,83,"51B",1568840614.27,218537.131188,1568.84061427,0.0398043655384
40,"Menominee",695650.87023,921163178.676,131,"43",1280417194.79,197110.833432,1280.41719479,0.0508358216044
40,"Menominee",695650.87023,921163178.676,133,"44",1307239622.51,198721.269901,1307.23962251,0.0795242156228
41,"Milwaukee",2106461.55858,120047258.637,37,"77M",2836008527.8,461695.081656,2836.0085278,46.3312274744
42,"Monroe",6734264.34182,1677921915.52,36,"54B",705992635.537,172630.495812,705.992635537,30.9329178772
42,"Monroe",6734264.34182,1677921915.52,41,"54A",1649170374.06,201321.81192,1649.17037406,23.4216812658
42,"Monroe",6734264.34182,1677921915.52,45,"59D",1485787695.79,220055.11387,1485.78769579,74.4696268198
42,"Monroe",6734264.34182,1677921915.52,46,"MCC",241746579.182,105193.50275,241.746579182,74.5701282969
42,"Monroe",6734264.34182,1677921915.52,47,"72",1936950838.31,366070.658684,1936.95083831,328.778308282
42,"Monroe",6734264.34182,1677921915.52,52,"56",954930917.441,176532.544883,954.930917441,64.6736560875
42,"Monroe",6734264.34182,1677921915.52,55,"55",1753386503.88,192265.003784,1753.38650388,20.3957410759
42,"Monroe",6734264.34182,1677921915.52,56,"59C",2211316878.01,240751.670185,2211.31687801,30.6072138248
43,"Oconto",5046603.89156,1941919568.71,64,"64M",937305205.43,190355.347876,937.30520543,0.00792084321066
43,"Oconto",5046603.89156,1941919568.71,70,"63B",1855332203.13,270687.694306,1855.33220313,155.975161358
43,"Oconto",5046603.89156,1941919568.71,81,"48",947656206.128,134980.222166,947.656206128,0.0318240975414
43,"Oconto",5046603.89156,1941919568.71,83,"51B",1568840614.27,218537.131188,1568.84061427,256.85452159
43,"Oconto",5046603.89156,1941919568.71,119,"49A",638868546.191,110203.721652,638.868546191,171.936667393
43,"Oconto",5046603.89156,1941919568.71,123,"49B",568227245.406,117192.450108,568.227245406,0.959988825732
43,"Oconto",5046603.89156,1941919568.71,133,"44",1307239622.51,198721.269901,1307.23962251,129.270083531
43,"Oconto",5046603.89156,1941919568.71,135,"45",1582867751.85,187793.233535,1582.86775185,34.7207267131
44,"Oneida",6254359.27323,2778720456.66,127,"42",969103776.762,143824.064629,969.103776762,9.59054489443
44,"Oneida",6254359.27323,2778720456.66,130,"32",1342326787.86,175315.921201,1342.32678786,0.0300447436751
44,"Oneida",6254359.27323,2778720456.66,131,"43",1280417194.79,197110.833432,1280.41719479,40.501072355
44,"Oneida",6254359.27323,2778720456.66,132,"52",906751027.933,163758.349139,906.751027933,20.9642283327
44,"Oneida",6254359.27323,2778720456.66,140,"37",706698773.471,124709.653304,706.698773471,233.042466491
44,"Oneida",6254359.27323,2778720456.66,145,"31",1173631003.2,148121.513687,1173.6310032,334.970045462
44,"Oneida",6254359.27323,2778720456.66,146,"38",1280511249.5,191377.322445,1280.5112495,335.653476467
44,"Oneida",6254359.27323,2778720456.66,150,"39",1134853117.69,159360.338944,1134.85311769,8.96072346167
44,"Oneida",6254359.27323,2778720456.66,151,"36",858210272.818,145494.380702,858.210272818,83.8097289877
44,"Oneida",6254359.27323,2778720456.66,154,"29B",726677720.346,127956.198663,726.677720346,5.34763524181
45,"Outagamie",2684510.89655,499697447.526,49,"66",1547064055.87,188873.990221,1547.06405587,10.3366997166
45,"Outagamie",2684510.89655,499697447.526,51,"64",2473880266.9,237296.740017,2473.8802669,1.63884857179
45,"Outagamie",2684510.89655,499697447.526,64,"64M",937305205.43,190355.347876,937.30520543,0.0128610227128
45,"Outagamie",2684510.89655,499697447.526,66,"63A",1730698749.06,194873.358212,1730.69874906,133.709169364
45,"Outagamie",2684510.89655,499697447.526,70,"63B",1855332203.13,270687.694306,1855.33220313,47.2366844582
46,"Ozaukee",2149756.2457,204223836.681,23,"69C",2866702.90166,6846.01489388,2.86670290166,0.527343500683
46,"Ozaukee",2149756.2457,204223836.681,37,"77M",2836008527.8,461695.081656,2836.0085278,66.9234410399
46,"Ozaukee",2149756.2457,204223836.681,38,"69",2627815138.36,226892.186357,2627.81513836,10.7103181265
47,"Pepin",1944404.45707,427481267.544,63,"61",3283644635.45,322795.545844,3283.64463545,96.1721245499
47,"Pepin",1944404.45707,427481267.544,80,"59B",2946505599.75,244426.523505,2946.50559975,68.8792970396
48,"Pierce",4049747.78325,690865577.424,63,"61",3283644635.45,322795.545844,3283.64463545,27.4281905009
48,"Pierce",4049747.78325,690865577.424,68,"60A",1022931800.36,137993.874906,1022.93180036,169.736491935
48,"Pierce",4049747.78325,690865577.424,80,"59B",2946505599.75,244426.523505,2946.50559975,47.9071573649
48,"Pierce",4049747.78325,690865577.424,85,"60M",558502259.286,118257.014718,558.502259286,12.976638926
48,"Pierce",4049747.78325,690865577.424,86,"60B",935943894,133391.59464,935.943894,8.69574080768
49,"Polk",7287011.46781,1614238925.66,110,"22A",1307108897.24,183231.136635,1307.10889724,5.21501500445
49,"Polk",7287011.46781,1614238925.66,121,"21",1170253981.18,163655.487687,1170.25398118,170.210454018
49,"Polk",7287011.46781,1614238925.66,134,"22",1650256738.87,225543.150417,1650.25673887,9.20391267999
49,"Polk",7287011.46781,1614238925.66,137,"16",1274723533.81,189241.615982,1274.72353381,245.048549747
49,"Polk",7287011.46781,1614238925.66,139,"15",1313744689.72,161916.866192,1313.74468972,127.141301625
49,"Polk",7287011.46781,1614238925.66,149,"10",1002440309.17,205222.596365,1002.44030917,66.4418976801
50,"Portage",5406230.00507,1303221388.45,50,"53",1640737828.59,182239.025084,1640.73782859,2.77524792114e-05
50,"Portage",5406230.00507,1303221388.45,53,"65B",1345842643.29,174400.265889,1345.84264329,46.9198643156
50,"Portage",5406230.00507,1303221388.45,54,"65A",971310389.51,151249.929594,971.31038951,77.2656106143
50,"Portage",5406230.00507,1303221388.45,58,"57C",1139393537.49,154067.554436,1139.39353749,154.922812299
50,"Portage",5406230.00507,1303221388.45,67,"62B",1348796989.62,164710.73096,1348.79698962,7.07410168813
50,"Portage",5406230.00507,1303221388.45,69,"62A",1356234756.95,169725.257316,1356.23475695,157.45920334
50,"Portage",5406230.00507,1303221388.45,75,"57A",926932467.15,178103.764303,926.93246715,59.5349711943
51,"Price",4618946.88217,3106925681.22,129,"25",1205116871.12,165137.781775,1205.11687112,295.465195493
51,"Price",4618946.88217,3106925681.22,130,"32",1342326787.86,175315.921201,1342.32678786,37.4671618309
51,"Price",4618946.88217,3106925681.22,143,"20",1036440916.2,163036.720515,1036.4409162,284.834366878
51,"Price",4618946.88217,3106925681.22,144,"30",866138509.368,128356.167241,866.138509368,314.571087165
51,"Price",4618946.88217,3106925681.22,145,"31",1173631003.2,148121.513687,1173.6310032,65.0139681038
51,"Price",4618946.88217,3106925681.22,154,"29B",726677720.346,127956.198663,726.677720346,22.1623709031
51,"Price",4618946.88217,3106925681.22,155,"14",884553176.912,128128.203776,884.553176912,82.5812118645
51,"Price",4618946.88217,3106925681.22,156,"29A",709484583.569,145629.145725,709.484583569,97.4953498662
52,"Racine",2913642.71777,260183481.708,5,"77B-CWD",1888091796.75,205263.914999,1888.09179675,76.1646752261
52,"Racine",2913642.71777,260183481.708,37,"77M",2836008527.8,461695.081656,2836.0085278,24.2672602163
53,"Richland",4712524.51269,1074686387.88,22,"70-CWD",1067610901.85,155259.146719,1067.61090185,6.6721888887
53,"Richland",4712524.51269,1074686387.88,28,"71-CWD",2311267022.23,238075.732885,2311.26702223,408.266545283
54,"Rock",3260329.86053,358363068.647,3,"77A-CWD",1923118178.92,207951.922555,1923.11817892,114.918651823
54,"Rock",3260329.86053,358363068.647,4,"75A-CWD",1465014394.3,192315.53722,1465.0143943,0.00080855058872
54,"Rock",3260329.86053,358363068.647,18,"76-CWD",2348901475.13,413916.927666,2348.90147513,3.75836083835
54,"Rock",3260329.86053,358363068.647,20,"76A-CWD",2412888729.76,214812.60301,2412.88872976,19.686872143
55,"Rusk",4895060.75476,2119322516.38,125,"23",1342333925.69,175095.967516,1342.33392569,180.472983654
55,"Rusk",4895060.75476,2119322516.38,128,"24",881978579.927,126658.217422,881.978579927,128.397335652
55,"Rusk",4895060.75476,2119322516.38,129,"25",1205116871.12,165137.781775,1205.11687112,61.8179955548
55,"Rusk",4895060.75476,2119322516.38,134,"22",1650256738.87,225543.150417,1650.25673887,25.223943082
55,"Rusk",4895060.75476,2119322516.38,136,"18",1044268953.3,149734.75628,1044.2689533,235.571711412
55,"Rusk",4895060.75476,2119322516.38,142,"19",1105820452.06,147776.747451,1105.82045206,171.646929615
55,"Rusk",4895060.75476,2119322516.38,143,"20",1036440916.2,163036.720515,1036.4409162,15.1440993559
56,"Saint Croix",4629241.32259,619399871.551,80,"59B",2946505599.75,244426.523505,2946.50559975,21.7791202223
56,"Saint Croix",4629241.32259,619399871.551,85,"60M",558502259.286,118257.014718,558.502259286,66.8783480252
56,"Saint Croix",4629241.32259,619399871.551,86,"60B",935943894,133391.59464,935.943894,74.0904520363
56,"Saint Croix",4629241.32259,619399871.551,110,"22A",1307108897.24,183231.136635,1307.10889724,21.3388797205
56,"Saint Croix",4629241.32259,619399871.551,121,"21",1170253981.18,163655.487687,1170.25398118,55.0648274335
57,"Sauk",5922035.26223,1361274760.52,17,"70A-CWD",730715107.518,178896.500598,730.715107518,0.000217891695019
57,"Sauk",5922035.26223,1361274760.52,21,"70F-CWD",2141816.45555,7251.63182619,2.14181645555,0.809932851601
57,"Sauk",5922035.26223,1361274760.52,22,"70-CWD",1067610901.85,155259.146719,1067.61090185,265.250101603
57,"Sauk",5922035.26223,1361274760.52,26,"70B-CWD",1000477072.2,176238.141399,1000.4770722,83.6641889315
57,"Sauk",5922035.26223,1361274760.52,28,"71-CWD",2311267022.23,238075.732885,2311.26702223,41.4466954268
57,"Sauk",5922035.26223,1361274760.52,32,"54B-CWD",853812293.76,142780.050432,853.81229376,134.008073728
57,"Sauk",5922035.26223,1361274760.52,36,"54B",705992635.537,172630.495812,705.992635537,0.411913041778
58,"Sawyer",4646815.24369,3156908303.71,134,"22",1650256738.87,225543.150417,1650.25673887,0.907372592643
58,"Sawyer",4646815.24369,3156908303.71,136,"18",1044268953.3,149734.75628,1044.2689533,132.061387969
58,"Sawyer",4646815.24369,3156908303.71,141,"17",740780027.348,127348.614392,740.780027348,88.4831406378
58,"Sawyer",4646815.24369,3156908303.71,142,"19",1105820452.06,147776.747451,1105.82045206,230.936175458
58,"Sawyer",4646815.24369,3156908303.71,143,"20",1036440916.2,163036.720515,1036.4409162,77.8508911141
58,"Sawyer",4646815.24369,3156908303.71,153,"12",753792902.76,118116.613981,753.79290276,27.7336488433
58,"Sawyer",4646815.24369,3156908303.71,155,"14",884553176.912,128128.203776,884.553176912,58.4165110335
58,"Sawyer",4646815.24369,3156908303.71,159,"13",2104514534.48,206937.685337,2104.51453448,547.312782009
58,"Sawyer",4646815.24369,3156908303.71,160,"9",1199537048.6,152764.954751,1199.5370486,55.1872008829
59,"Shawano",5294438.30686,1501614997.32,66,"63A",1730698749.06,194873.358212,1730.69874906,76.2904600433
59,"Shawano",5294438.30686,1501614997.32,67,"62B",1348796989.62,164710.73096,1348.79698962,177.232095583
59,"Shawano",5294438.30686,1501614997.32,70,"63B",1855332203.13,270687.694306,1855.33220313,46.4501467338
59,"Shawano",5294438.30686,1501614997.32,77,"47",902701995.532,170298.704475,902.701995532,256.861366561
59,"Shawano",5294438.30686,1501614997.32,81,"48",947656206.128,134980.222166,947.656206128,0.937551389197
59,"Shawano",5294438.30686,1501614997.32,83,"51B",1568840614.27,218537.131188,1568.84061427,6.89327575435
59,"Shawano",5294438.30686,1501614997.32,89,"46",1110333984.17,173424.2585,1110.33398417,15.1118957763
60,"Sheboygan",3922228.57466,494245396.181,30,"77E",5760245.33031,14091.9334555,5.76024533031,1.69196297006
60,"Sheboygan",3922228.57466,494245396.181,37,"77M",2836008527.8,461695.081656,2836.0085278,27.6042779564
60,"Sheboygan",3922228.57466,494245396.181,38,"69",2627815138.36,226892.186357,2627.81513836,161.513824129
61,"Taylor",5661805.97022,2107866915.02,84,"27",1269209432.91,165722.858676,1269.20943291,101.988387224
61,"Taylor",5661805.97022,2107866915.02,87,"59A",2182568875.66,265204.699788,2182.56887566,46.6104756995
61,"Taylor",5661805.97022,2107866915.02,88,"33",1257659151.99,182332.77536,1257.65915199,29.2000632501
61,"Taylor",5661805.97022,2107866915.02,114,"26",1132297460.36,152180.363325,1132.29746036,390.892004868
61,"Taylor",5661805.97022,2107866915.02,128,"24",881978579.927,126658.217422,881.978579927,79.5633318348
61,"Taylor",5661805.97022,2107866915.02,129,"25",1205116871.12,165137.781775,1205.11687112,79.3042914173
61,"Taylor",5661805.97022,2107866915.02,130,"32",1342326787.86,175315.921201,1342.32678786,86.2934116234
62,"Trempealeau",5289141.95847,1402558198.6,40,"61A",7067816.32908,13134.0713004,7.06781632908,2.35660628018
62,"Trempealeau",5289141.95847,1402558198.6,44,"61B",19395825.979,20387.8076148,19.395825979,2.90925985832
62,"Trempealeau",5289141.95847,1402558198.6,45,"59D",1485787695.79,220055.11387,1485.78769579,4.17272028293
62,"Trempealeau",5289141.95847,1402558198.6,56,"59C",2211316878.01,240751.670185,2211.31687801,234.067071252
62,"Trempealeau",5289141.95847,1402558198.6,63,"61",3283644635.45,322795.545844,3283.64463545,282.009087095
62,"Trempealeau",5289141.95847,1402558198.6,74,"58",1768649541.81,179674.73303,1768.64954181,0.157438603742
62,"Trempealeau",5289141.95847,1402558198.6,80,"59B",2946505599.75,244426.523505,2946.50559975,0.942116933506
62,"Trempealeau",5289141.95847,1402558198.6,87,"59A",2182568875.66,265204.699788,2182.56887566,14.9164476944
63,"Vernon",5654107.88684,1361968298.82,24,"74B",1553921317.23,191416.301685,1553.92131723,33.2861528588
63,"Vernon",5654107.88684,1361968298.82,28,"71-CWD",2311267022.23,238075.732885,2311.26702223,110.443047792
63,"Vernon",5654107.88684,1361968298.82,31,"72A",16619613.8417,23033.3568903,16.6196138417,5.85981094031
63,"Vernon",5654107.88684,1361968298.82,34,"74A",828378052.66,146515.269582,828.37805266,194.136613589
63,"Vernon",5654107.88684,1361968298.82,35,"59M",162096712.892,62343.1624798,162.096712892,0.0613491360908
63,"Vernon",5654107.88684,1361968298.82,36,"54B",705992635.537,172630.495812,705.992635537,0.383220022508
63,"Vernon",5654107.88684,1361968298.82,45,"59D",1485787695.79,220055.11387,1485.78769579,25.2501481631
63,"Vernon",5654107.88684,1361968298.82,47,"72",1936950838.31,366070.658684,1936.95083831,156.438557608
64,"Vilas",4760403.70715,2209790092.53,145,"31",1173631003.2,148121.513687,1173.6310032,7.29592198059
64,"Vilas",4760403.70715,2209790092.53,146,"38",1280511249.5,191377.322445,1280.5112495,27.3271023737
64,"Vilas",4760403.70715,2209790092.53,150,"39",1134853117.69,159360.338944,1134.85311769,7.49697474955
64,"Vilas",4760403.70715,2209790092.53,151,"36",858210272.818,145494.380702,858.210272818,190.113848815
64,"Vilas",4760403.70715,2209790092.53,154,"29B",726677720.346,127956.198663,726.677720346,140.163490156
64,"Vilas",4760403.70715,2209790092.53,157,"35",1056297401.23,199589.452103,1056.29740123,337.498268771
64,"Vilas",4760403.70715,2209790092.53,161,"34",793476506.321,168529.990443,793.476506321,143.262098518
65,"Walworth",3481705.87467,459532476.62,3,"77A-CWD",1923118178.92,207951.922555,1923.11817892,7.98516394075
65,"Walworth",3481705.87467,459532476.62,5,"77B-CWD",1888091796.75,205263.914999,1888.09179675,94.4601934501
65,"Walworth",3481705.87467,459532476.62,11,"77C-CWD",1149475653.11,164052.759112,1149.47565311,74.4611372615
65,"Walworth",3481705.87467,459532476.62,20,"76A-CWD",2412888729.76,214812.60301,2412.88872976,0.519912217531
66,"Washburn",4370980.09987,1931663997.19,134,"22",1650256738.87,225543.150417,1650.25673887,0.942228263575
66,"Washburn",4370980.09987,1931663997.19,139,"15",1313744689.72,161916.866192,1313.74468972,90.1047269903
66,"Washburn",4370980.09987,1931663997.19,141,"17",740780027.348,127348.614392,740.780027348,140.960125277
66,"Washburn",4370980.09987,1931663997.19,152,"11",1013752111.59,140598.632276,1013.75211159,140.30393503
66,"Washburn",4370980.09987,1931663997.19,153,"12",753792902.76,118116.613981,753.79290276,236.449409525
66,"Washburn",4370980.09987,1931663997.19,158,"8",1030405402.46,153982.819449,1030.40540246,68.9025088245
66,"Washburn",4370980.09987,1931663997.19,160,"9",1199537048.6,152764.954751,1199.5370486,68.1567050795
67,"Washington",3590661.5696,486338271.69,16,"77D",9153333.53671,18994.5801215,9.15333353672,3.15276740376
67,"Washington",3590661.5696,486338271.69,19,"77C",868283033.032,145953.186701,868.283033032,44.158266217
67,"Washington",3590661.5696,486338271.69,27,"68B",1610783608.69,183473.25098,1610.78360869,9.72599597708
67,"Washington",3590661.5696,486338271.69,37,"77M",2836008527.8,461695.081656,2836.0085278,67.2139644375
67,"Washington",3590661.5696,486338271.69,38,"69",2627815138.36,226892.186357,2627.81513836,63.5252624389
68,"Waukesha",5475419.17595,637160321.427,5,"77B-CWD",1888091796.75,205263.914999,1888.09179675,16.74415314
68,"Waukesha",5475419.17595,637160321.427,11,"77C-CWD",1149475653.11,164052.759112,1149.47565311,95.2490593306
68,"Waukesha",5475419.17595,637160321.427,19,"77C",868283033.032,145953.186701,868.283033032,74.8111229271
68,"Waukesha",5475419.17595,637160321.427,20,"76A-CWD",2412888729.76,214812.60301,2412.88872976,5.7748683281
68,"Waukesha",5475419.17595,637160321.427,37,"77M",2836008527.8,461695.081656,2836.0085278,53.4297717468
69,"Waupaca",5531360.39538,1244691964.89,49,"66",1547064055.87,188873.990221,1547.06405587,5.73736926195
69,"Waupaca",5531360.39538,1244691964.89,53,"65B",1345842643.29,174400.265889,1345.84264329,164.928804691
69,"Waupaca",5531360.39538,1244691964.89,66,"63A",1730698749.06,194873.358212,1730.69874906,129.261597087
69,"Waupaca",5531360.39538,1244691964.89,67,"62B",1348796989.62,164710.73096,1348.79698962,171.218098686
69,"Waupaca",5531360.39538,1244691964.89,69,"62A",1356234756.95,169725.257316,1356.23475695,9.43238470314
70,"Waushara",4380922.3824,993201694.516,41,"54A",1649170374.06,201321.81192,1649.17037406,9.19368660004
70,"Waushara",4380922.3824,993201694.516,42,"67B",819352950.536,191136.937031,819.352950536,36.2715842199
70,"Waushara",4380922.3824,993201694.516,43,"67A",1247284290,181972.876692,1247.28429,46.6677580755
70,"Waushara",4380922.3824,993201694.516,49,"66",1547064055.87,188873.990221,1547.06405587,43.8245706763
70,"Waushara",4380922.3824,993201694.516,50,"53",1640737828.59,182239.025084,1640.73782859,14.1007598505
70,"Waushara",4380922.3824,993201694.516,53,"65B",1345842643.29,174400.265889,1345.84264329,135.156569942
70,"Waushara",4380922.3824,993201694.516,54,"65A",971310389.51,151249.929594,971.31038951,94.7990924634
70,"Waushara",4380922.3824,993201694.516,58,"57C",1139393537.49,154067.554436,1139.39353749,3.46329634465
71,"Winnebago",2193249.15022,292840117.064,39,"68A",1476118162.41,188839.554721,1476.11816241,11.0046137862
71,"Winnebago",2193249.15022,292840117.064,48,"W",534171891.276,138787.881937,534.171891276,0.192034677818
71,"Winnebago",2193249.15022,292840117.064,49,"66",1547064055.87,188873.990221,1547.06405587,101.869269879
71,"Winnebago",2193249.15022,292840117.064,70,"63B",1855332203.13,270687.694306,1855.33220313,0.000282978758741
72,"Wood",4995950.97595,1444341977.33,50,"53",1640737828.59,182239.025084,1640.73782859,168.700683707
72,"Wood",4995950.97595,1444341977.33,52,"56",954930917.441,176532.544883,954.930917441,125.845214178
72,"Wood",4995950.97595,1444341977.33,55,"55",1753386503.88,192265.003784,1753.38650388,0.0183764102573
72,"Wood",4995950.97595,1444341977.33,58,"57C",1139393537.49,154067.554436,1139.39353749,106.73238698
72,"Wood",4995950.97595,1444341977.33,65,"57B",1204391636.48,162392.467226,1204.39163648,127.112565076
72,"Wood",4995950.97595,1444341977.33,73,"57",923505349.784,139198.439248,923.505349784,7.60953056801
72,"Wood",4995950.97595,1444341977.33,75,"57A",926932467.15,178103.764303,926.93246715,21.6447982739
